1715238864	5392885175
1725800175	5392885175
2449598830	5392885175
2959277542	5392885175
3625353292	5392885175
3911031400	5392885175
5708722615	5392885175
5832891649	5392885175
5183804265	5544721911
5834248237	2471018485
1751254532	2268603763
2566290412	2268603763
2570755712	2268603763
3268923184	2268603763
5603274064	2268603763
5251583324	5251583324
2474345330	1644855075
3039506113	1644855075
2048227967	3680790812
1626155692	1830055592
1912964661	1830055592
5422022697	1830055592
1630979570	2268603763
2331251022	2268603763
2382849785	2268603763
2536912354	2268603763
2611408203	2268603763
2687242313	2268603763
2946889093	2268603763
3982320899	2268603763
5623971078	2268603763
5754561231	2268603763
2288533950	5544721911
2742862207	5544721911
2852963635	5544721911
3564319384	5544721911
3834823130	5544721911
5700384499	5544721911
2611408203	2268603763
5349440456	2268603763
1771569930	5544721911
2322368185	5544721911
2513266804	5544721911
2748434357	5544721911
3084674913	5544721911
3733556075	5544721911
5043898028	5544721911
5581473915	5544721911
5681045583	5544721911
5867715622	5544721911
1477968101	2012158321
1923227187	2012158321
2114402332	2012158321
2355673693	2012158321
2384383195	2012158321
2692583981	2012158321
2805822350	2012158321
3256531044	2012158321
3282002255	2012158321
5335456078	2012158321
5386362398	2012158321
5629696302	2012158321
5678690954	2012158321
5707937459	2012158321
5898676046	2012158321
1889974385	1849527897
3534529283	1849527897
5734742923	1849527897
5534507192	2511033565
3530147807	5239422638
1943164465	2531284927
3184021614	5566882921
5324279221	5566882921
1254131397	5566882921
3184021614	5566882921
5324279221	5566882921
1003016747	3174967910
1202885933	3174967910
1302122785	3174967910
1481559657	3174967910
1584764441	3174967910
1619641232	3174967910
1693367282	3174967910
1741617345	3174967910
1745408392	3174967910
1778142371	3174967910
1780096601	3174967910
1791332785	3174967910
1824036982	3174967910
1841758034	3174967910
1847534252	3174967910
1885034922	3174967910
1891698921	3174967910
1894207770	3174967910
1944431364	3174967910
1953126675	3174967910
1966336143	3174967910
2013825755	3174967910
2030083057	3174967910
2034719245	3174967910
2114402332	3174967910
2269063480	3174967910
2294230121	3174967910
2335048491	3174967910
2384609795	3174967910
2424257125	3174967910
2424862960	3174967910
2491460672	3174967910
2574438434	3174967910
2615116861	3174967910
2630885195	3174967910
2631067451	3174967910
2677641104	3174967910
2697599423	3174967910
2707069211	3174967910
2725456753	3174967910
2725542627	3174967910
2783798573	3174967910
2812102487	3174967910
2824747272	3174967910
2874075053	3174967910
2895403351	3174967910
2947625997	3174967910
2972369421	3174967910
2993362167	3174967910
3036972133	3174967910
3120933495	3174967910
3171137517	3174967910
3176237763	3174967910
3196292397	3174967910
3316337791	3174967910
3427797390	3174967910
